"county","state","total_votes_12","dem12_frac","rep12_frac","total_population","registered_voters","reg_vote_frac","turnout","hs_diploma_degree","median_income","poverty_frac","caucasian_frac","gini_coefficient","median_age","adult_smoking","uninsured","unemployment","violent_crime","homicide_rate","infant_mortality","african_american_frac","latino_frac","bachelors_degree","graduate_degree","competitive_state_08","margin_state_08"
"Lanier","Georgia",2972,0.374831763122476,0.612382234185734,9022.5,4258,0.471931282903852,0.69798027242837,0.768,"Low",0.201,0.6935,0.448,33.4,0.197,0.272,0.077,211.76,11.576,9.6,0.2375,0.0375,0.094,0.039,TRUE,0.0521432029557905
"Laurens","Georgia",19604,0.383238114670475,0.609569475617221,47972,26002,0.542024514300008,0.753942004461195,0.796,"High",0.2145,0.607,0.468,37.8,0.212,0.192,0.117,405.57,6.3,8.2,0.352,0.02,0.159,0.066,TRUE,0.0521432029557905
"Lee","Georgia",13628,0.234517170531259,0.75682418550044,30579.5,18585,0.607760100721071,0.733279526499865,0.834,"High",0.0815,0.765,0.392,35.6,0.229,0.158,0.074,168.53,5.206,9.5,0.1795,0.019,0.192,0.088,TRUE,0.0521432029557905
"Liberty","Georgia",16170,0.646691403834261,0.344155844155844,62223.5,26780,0.430384018899612,0.603808812546677,0.887,"Medium",0.1765,0.4475,0.397,27.3,0.263,0.199,0.097,402.33,7.59,10,0.41,0.0835,0.163,0.055,TRUE,0.0521432029557905
"Lincoln","Georgia",4426,0.358337098960687,0.634206958879349,8017,5955,0.742796557315704,0.743240973971453,0.774,"Medium",0.246,0.6505,0.443,43.8,0.441,0.238,0.103,526.112,11.442,14.02,0.3175,0.008,0.097,0.033,TRUE,0.0521432029557905
"Long","Georgia",3802,0.379274066280905,0.606522882693319,12929,6507,0.503287183850259,0.584293837405871,0.787,"Low",0.1645,0.614,0.366,29.8,0.2702,0.261,0.071,178.78,11.42,9.62,0.2455,0.1085,0.091,0.015,TRUE,0.0521432029557905
"Lowndes","Georgia",39137,0.446380662799908,0.544931905869126,105836.5,51198,0.48374615562684,0.764424391577796,0.829,"Low",0.2075,0.579,0.459,30.1,0.246,0.243,0.087,307.92,6.12,13.5,0.3455,0.0395,0.223,0.083,TRUE,0.0521432029557905
"Lumpkin","Georgia",10905,0.188445667125172,0.792939018798716,28191.5,15422,0.547044321870067,0.707106730644534,0.809,"Low",0.153,0.9125,0.423,35.5,0.1904,0.242,0.093,285.2,6.194,8.46,0.0145,0.045,0.195,0.068,TRUE,0.0521432029557905
"Macon","Georgia",4781,0.671616816565572,0.323154151851077,14068.5,6456,0.458897537050858,0.740551425030979,0.675,"Low",0.3165,0.3495,0.46,37,0.35,0.25,0.147,347.07,11.85,16.68,0.604,0.022,0.107,0.048,TRUE,0.0521432029557905
"Madison","Georgia",11104,0.224603746397695,0.760356628242075,27927.5,14243,0.509999104824993,0.779611037000632,0.729,"High",0.1735,0.8605,0.419,38.7,0.254,0.227,0.068,575.14,5.18,10.3,0.0845,0.0355,0.129,0.051,TRUE,0.0521432029557905
"Marion","Georgia",3170,0.445425867507886,0.546687697160883,7884,4323,0.548325722983257,0.733287069164932,0.802,"Medium",0.2545,0.574,0.418,40.6,0.2588,0.241,0.081,328.322,11.098,15.2,0.329,0.0725,0.068,0.029,TRUE,0.0521432029557905
"Meriwether","Georgia",9264,0.467508635578584,0.524179620034542,22425,12950,0.577480490523969,0.715366795366795,0.728,"Low",0.171,0.5725,0.413,38.9,0.194,0.213,0.113,243.61,7.62,9.74,0.3975,0.0145,0.097,0.039,TRUE,0.0521432029557905
"Miller","Georgia",2775,0.307027027027027,0.686486486486486,6145.5,3858,0.627776421772028,0.719284603421462,0.734,"Medium",0.179,0.69,0.479,39,0.298,0.215,0.063,162.19,6.566,13.92,0.289,0.0085,0.094,0.04,TRUE,0.0521432029557905
"Mitchell","Georgia",8275,0.493172205438066,0.502114803625378,23653,11586,0.489832156597472,0.714224063524944,0.66,"Medium",0.215,0.477,0.44,37.2,0.169,0.218,0.09,523,7.282,9.6,0.4725,0.0365,0.096,0.03,TRUE,0.0521432029557905
"Monroe","Georgia",12277,0.308300073307811,0.681029567483913,25576,17363,0.678878636221458,0.707078269884237,0.807,"High",0.1205,0.7165,0.438,40,0.285,0.18,0.082,156.2,6.21,10.9,0.2465,0.019,0.19,0.07,TRUE,0.0521432029557905
"Montgomery","Georgia",3832,0.296189979123173,0.694676409185804,9031,4789,0.530284575351567,0.800167049488411,0.813,"Medium",0.192,0.6805,0.454,35.6,0.2094,0.239,0.101,360.71,11.618,15.3,0.258,0.0505,0.155,0.055,TRUE,0.0521432029557905
"Morgan","Georgia",9027,0.304973966987925,0.685277500830841,17994,12263,0.681504946093142,0.736116774035717,0.789,"Medium",0.15,0.7165,0.529,40.6,0.15,0.208,0.08,148.87,9.382,15.08,0.24,0.023,0.238,0.086,TRUE,0.0521432029557905
"Murray","Georgia",11217,0.226620308460373,0.752696799500758,40081.5,17208,0.429325249803525,0.651847977684798,0.662,"High",0.166,0.854,0.409,35.4,0.264,0.245,0.123,141.29,5.158,7.2,0.007,0.123,0.067,0.031,TRUE,0.0521432029557905
"Muscogee","Georgia",70603,0.602991374304208,0.389643499568007,189311,120879,0.6385207410029,0.584079947716311,0.838,"Medium",0.1845,0.451,0.472,33.5,0.225,0.187,0.091,544.77,11.38,13.6,0.4485,0.0525,0.216,0.083,TRUE,0.0521432029557905
"Newton","Georgia",43234,0.505412406901975,0.485312485543785,97017,57939,0.597204613624416,0.746198588170317,0.834,"High",0.121,0.5585,0.395,33.9,0.212,0.213,0.103,378.48,6.15,6.8,0.369,0.041,0.194,0.068,TRUE,0.0521432029557905
"Oconee","Georgia",17817,0.248133804793175,0.735140596059943,32115,22362,0.696310135450724,0.796753420982023,0.887,"High",0.0715,0.8625,0.44,38.9,0.128,0.15,0.055,233.69,3.208,5.7,0.058,0.0415,0.449,0.23,TRUE,0.0521432029557905
"Oglethorpe","Georgia",6273,0.305117168818747,0.67766618842659,14413,7661,0.531534031776868,0.818822608014619,0.757,"Medium",0.1805,0.77,0.427,40.5,0.249,0.246,0.067,366.51,13.32,15.22,0.181,0.0325,0.117,0.061,TRUE,0.0521432029557905
"Paulding","Georgia",57399,0.275701667276433,0.711615184933535,134052,77831,0.580603049562856,0.737482494121879,0.859,"High",0.0825,0.767,0.347,33.2,0.199,0.182,0.084,177.84,2.91,6,0.1545,0.047,0.208,0.059,TRUE,0.0521432029557905
"Peach","Georgia",11516,0.533865925668635,0.45910038207711,26857,15818,0.58897121793201,0.728031356682261,0.801,"Medium",0.242,0.4715,0.456,34.3,0.209,0.22,0.109,639.54,5.44,13.1,0.4495,0.0605,0.18,0.062,TRUE,0.0521432029557905
"Pickens","Georgia",12680,0.155757097791798,0.831782334384858,29726,17169,0.577575186705241,0.738540392568,0.793,"High",0.113,0.9415,0.441,40.8,0.25,0.212,0.083,145.6,5.338,8.4,0.0165,0.0265,0.22,0.073,TRUE,0.0521432029557905
"Pierce","Georgia",6846,0.164183464796962,0.827782646801052,18294,9650,0.527495353667869,0.709430051813472,0.774,"Medium",0.1665,0.8505,0.427,38.4,0.165,0.228,0.092,130.12,7.118,11.14,0.097,0.04,0.088,0.039,TRUE,0.0521432029557905
"Pike","Georgia",8109,0.167221605623381,0.822296214083117,17440.5,10630,0.609500874401537,0.762841015992474,0.83,"High",0.105,0.8525,0.38,37.9,0.227,0.204,0.091,59.74,9.774,14.2,0.1135,0.0135,0.157,0.059,TRUE,0.0521432029557905
"Polk","Georgia",13608,0.265652557319224,0.720972957084068,41444.5,19256,0.464621361097371,0.706688824262568,0.716,"Medium",0.1805,0.7415,0.433,36.5,0.226,0.24,0.089,380.25,7.72,7,0.1255,0.1145,0.114,0.048,TRUE,0.0521432029557905
"Pulaski","Georgia",3682,0.331070070613797,0.66376969038566,10894,5206,0.477877730861024,0.707260852862082,0.772,"Medium",0.177,0.636,0.412,40.8,0.166,0.205,0.096,268.92,8.034,16.44,0.3245,0.029,0.056,0.019,TRUE,0.0521432029557905
"Putnam","Georgia",9222,0.31728475384949,0.673931901973542,20681.5,11299,0.546333679858811,0.81617842286928,0.804,"Medium",0.13,0.6655,0.51,43.7,0.166,0.23,0.107,457.39,8.998,12.3,0.2685,0.0545,0.188,0.067,TRUE,0.0521432029557905
"Quitman","Georgia",1128,0.542553191489362,0.452127659574468,2580,1453,0.563178294573643,0.77632484514797,0.665,"Low",0.252,0.52,0.394,39.1,0.3212,0.242,0.111,875.45,11.316,15.56,0.461,0.016,0.074,0.006,TRUE,0.0521432029557905
"Rabun","Georgia",7463,0.208897226316495,0.77100361784805,16370,9704,0.592791692119731,0.769064303380049,0.805,"Low",0.173,0.8895,0.483,44.9,0.215,0.29,0.123,93.08,8.896,16.56,0.009,0.078,0.247,0.093,TRUE,0.0521432029557905
"Randolph","Georgia",3058,0.578809679529104,0.41563113145847,7489,4046,0.540259046601682,0.755808205635195,0.704,"Low",0.27,0.366,0.558,36.8,0.2318,0.219,0.137,136.82,19.446,15.66,0.6035,0.009,0.131,0.062,TRUE,0.0521432029557905
"Richmond","Georgia",79020,0.665148063781321,0.327069096431283,199314,109016,0.546956059283342,0.724847728773758,0.823,"Medium",0.2285,0.3995,0.464,33.3,0.234,0.203,0.104,536.09,11.64,11.9,0.5235,0.034,0.203,0.075,TRUE,0.0521432029557905
"Rockdale","Georgia",38085,0.578259157148484,0.412655901273467,83329.5,50676,0.608139974438824,0.751539190149183,0.848,"High",0.121,0.454,0.404,36.6,0.117,0.228,0.101,437.99,6.84,6.9,0.4125,0.0945,0.236,0.085,TRUE,0.0521432029557905
"Schley","Georgia",1748,0.25629290617849,0.735697940503433,4569.5,2401,0.525440420177262,0.728029987505206,0.714,"Medium",0.185,0.723,0.426,37,0.2158,0.223,0.119,139.1,12.256,14.64,0.2325,0.026,0.087,0.03,TRUE,0.0521432029557905
"Screven","Georgia",6100,0.454754098360656,0.538852459016393,14835,8396,0.565958881024604,0.726536445926632,0.747,"Low",0.19,0.541,0.448,38.5,0.19,0.209,0.116,147.93,11.52,15.6,0.4355,0.006,0.114,0.044,TRUE,0.0521432029557905
"Seminole","Georgia",3769,0.392146457946405,0.595648713186522,8898.5,5025,0.564701916053267,0.750049751243781,0.77,"Low",0.2205,0.621,0.529,43.1,0.172,0.225,0.093,195.53,8.61,14.64,0.348,0.013,0.103,0.042,TRUE,0.0521432029557905
"Spalding","Georgia",25088,0.39453125,0.594347895408163,63573,35670,0.561087254022934,0.703336136809644,0.748,"Medium",0.202,0.6195,0.441,36.6,0.196,0.21,0.113,445.02,5.71,11.7,0.322,0.032,0.136,0.047,TRUE,0.0521432029557905
"Stephens","Georgia",9498,0.224363023794483,0.760265319014529,25759,13880,0.538840793509065,0.684293948126801,0.748,"Low",0.1725,0.843,0.465,40,0.18,0.219,0.092,245.91,6.99,9.54,0.1125,0.0195,0.133,0.055,TRUE,0.0521432029557905
"Stewart","Georgia",2076,0.63728323699422,0.358863198458574,5348,2973,0.555908750934929,0.698284561049445,0.704,"Low",0.2385,0.2855,0.448,42.6,0.1998,0.221,0.114,297.97,18.808,14.8,0.571,0.1315,0.11,0.046,TRUE,0.0521432029557905
"Sumter","Georgia",11831,0.538838644239709,0.454568506466064,32591,16217,0.497591359577798,0.729543072084849,0.754,"Low",0.26,0.4305,0.47,33.7,0.201,0.223,0.128,846.77,6.53,9.7,0.502,0.045,0.189,0.078,TRUE,0.0521432029557905
"Talbot","Georgia",3491,0.648811228874248,0.344313950157548,6680.5,4537,0.679140782875533,0.7694511791933,0.787,"Low",0.254,0.3925,0.464,43.1,0.22,0.212,0.093,217.52,20.626,14.9,0.5875,0.0065,0.109,0.058,TRUE,0.0521432029557905
"Taliaferro","Georgia",963,0.660436137071651,0.335410176531672,1790,1273,0.711173184357542,0.756480754124116,0.584,"Low",0.35,0.3655,0.492,40.6,0.2476,0.264,0.108,593.79,11.702,16.26,0.597,0.0265,0.068,0.023,TRUE,0.0521432029557905
"Tattnall","Georgia",6667,0.284535773211339,0.705864706764662,24415,9601,0.393241859512595,0.694406832621602,0.74,"Low",0.205,0.587,0.44,35.8,0.315,0.268,0.101,154.11,10.15,11.3,0.2795,0.109,0.119,0.048,TRUE,0.0521432029557905
"Taylor","Georgia",3538,0.44431882419446,0.550593555681176,8780,5050,0.575170842824601,0.700594059405941,0.635,"Medium",0.3445,0.5725,0.519,37.3,0.206,0.221,0.126,146.34,8.766,15.76,0.401,0.013,0.074,0.02,TRUE,0.0521432029557905
"Telfair","Georgia",4336,0.416282287822878,0.571955719557196,14823,5782,0.390069486608649,0.749913524731927,0.689,"Low",0.2945,0.525,0.484,39.3,0.272,0.23,0.155,253.35,10.91,17.3,0.339,0.121,0.081,0.038,TRUE,0.0521432029557905
"Terrell","Georgia",4398,0.578444747612551,0.417007730786721,9839.5,5959,0.605620204278673,0.738043295855009,0.658,"Low",0.313,0.365,0.496,37.6,0.2122,0.21,0.098,466.68,5.518,15.66,0.607,0.015,0.099,0.053,TRUE,0.0521432029557905
"Thomas","Georgia",18953,0.40378831847201,0.588613939745687,44997.5,25756,0.572387354853047,0.735867370709738,0.814,"High",0.22,0.588,0.518,39.1,0.22,0.213,0.08,273.71,5.83,7.5,0.368,0.026,0.196,0.075,TRUE,0.0521432029557905
"Tift","Georgia",13927,0.334601852516694,0.659510303726574,41025,20195,0.492260816575259,0.689626145085417,0.759,"Low",0.238,0.5915,0.449,34.3,0.166,0.271,0.102,698.11,11.94,7.3,0.2815,0.105,0.163,0.071,TRUE,0.0521432029557905
"Toombs","Georgia",9344,0.293878424657534,0.698202054794521,27412,13050,0.476068874945279,0.716015325670498,0.801,"Medium",0.274,0.6215,0.479,35.2,0.173,0.242,0.106,490.78,6.37,6.6,0.2435,0.1135,0.143,0.054,TRUE,0.0521432029557905
"Towns","Georgia",6211,0.20495894380937,0.785058766704234,10611.5,7743,0.729680064081421,0.802143871884283,0.865,"Low",0.0945,0.9675,0.405,49.3,0.193,0.219,0.083,123.93,12.922,15.64,0.004,0.019,0.208,0.084,TRUE,0.0521432029557905
"Treutlen","Georgia",2750,0.390545454545455,0.600727272727273,6896,3959,0.574100928074246,0.694619853498358,0.73,"Low",0.2705,0.6495,0.468,36.9,0.222,0.215,0.14,196.94,8.174,16.1,0.332,0.0105,0.099,0.024,TRUE,0.0521432029557905
"Troup","Georgia",25986,0.405872392826907,0.584122219656738,65229,40524,0.62125741617992,0.641249629848978,0.793,"Medium",0.1925,0.614,0.438,35.8,0.149,0.212,0.101,340.79,4.41,8.4,0.332,0.029,0.194,0.069,TRUE,0.0521432029557905
"Turner","Georgia",3559,0.42427648215791,0.569822983984265,9152,4928,0.538461538461538,0.722199675324675,0.685,"Low",0.2565,0.5445,0.462,36.6,0.19,0.26,0.096,407.4,18.09,15.16,0.406,0.0365,0.132,0.06,TRUE,0.0521432029557905
"Twiggs","Georgia",4202,0.540218943360305,0.453831508805331,9641,5873,0.609169173322269,0.715477609398944,0.614,"High",0.1975,0.563,0.489,41.2,0.2262,0.209,0.125,127.48,20.088,16.06,0.414,0.012,0.067,0.012,TRUE,0.0521432029557905
"Union","Georgia",11079,0.193067966422962,0.791858470981135,21027.5,13071,0.621614552371894,0.847601560706908,0.829,"Medium",0.1365,0.955,0.462,49.2,0.13,0.234,0.074,60.47,8.972,13.04,0.0075,0.0185,0.216,0.082,TRUE,0.0521432029557905
"Upson","Georgia",11263,0.351504927639173,0.641924886797479,27327,16807,0.615032751491199,0.670137442732195,0.761,"Medium",0.2075,0.684,0.411,39.1,0.255,0.209,0.111,240.06,5.948,8.9,0.2785,0.022,0.113,0.044,TRUE,0.0521432029557905
"Walker","Georgia",21896,0.240865911582024,0.742007672634271,66525.5,40336,0.606323890838851,0.542840142800476,0.762,"Medium",0.151,0.923,0.426,39,0.253,0.198,0.077,439.64,3.84,8.4,0.041,0.014,0.128,0.042,TRUE,0.0521432029557905
"Walton","Georgia",37612,0.216632989471445,0.771987663511645,83005.5,50008,0.602466101643867,0.752119660854263,0.804,"High",0.1215,0.789,0.407,37,0.164,0.203,0.085,231.26,4.35,7.8,0.1545,0.031,0.173,0.053,TRUE,0.0521432029557905
"Ware","Georgia",11939,0.326660524332021,0.665131083005277,35985,16944,0.470862859524802,0.704615203021719,0.796,"Medium",0.2065,0.663,0.465,37.3,0.218,0.225,0.111,360.06,6.4,10.6,0.2855,0.032,0.122,0.062,TRUE,0.0521432029557905
"Warren","Georgia",2526,0.605304829770388,0.391923990498812,5860.5,3632,0.619742342803515,0.695484581497797,0.696,"Medium",0.225,0.39,0.468,43.3,0.2352,0.213,0.158,531.91,12.088,14.82,0.5965,0.006,0.047,0.015,TRUE,0.0521432029557905
"Washington","Georgia",8808,0.53519527702089,0.458106267029973,20897.5,11735,0.561550424691949,0.750575202386025,0.748,"Low",0.263,0.449,0.449,37.9,0.262,0.209,0.113,344.19,11.22,12.8,0.5235,0.0165,0.107,0.036,TRUE,0.0521432029557905
"Wayne","Georgia",10269,0.25279968838251,0.735904177621969,29526.5,14588,0.494064653785582,0.703934740882918,0.779,"Low",0.178,0.731,0.445,37.6,0.242,0.242,0.115,711.59,8.77,12.9,0.196,0.052,0.109,0.038,TRUE,0.0521432029557905
"Webster","Georgia",1187,0.490311710193766,0.506318449873631,2501,1553,0.620951619352259,0.764327108821636,0.781,"Medium",0.215,0.526,0.471,40.4,0.259,0.249,0.083,35.26,12.286,16.4,0.381,0.07,0.079,0.038,TRUE,0.0521432029557905
"Wheeler","Georgia",2160,0.357407407407407,0.632407407407407,7120,3464,0.486516853932584,0.623556581986143,0.697,"Medium",0.2465,0.5955,0.395,36.2,0.2264,0.231,0.102,90.58,11.364,9.86,0.3695,0.0295,0.086,0.028,TRUE,0.0521432029557905
"White","Georgia",10488,0.159324942791762,0.824847444698703,25923,14333,0.552906685183042,0.731737947394125,0.833,"High",0.1985,0.934,0.462,42.9,0.164,0.232,0.089,226.14,6.33,8.86,0.0215,0.02,0.196,0.091,TRUE,0.0521432029557905
"Whitfield","Georgia",26876,0.268269087661854,0.71829885399613,97445.5,39560,0.40597051685301,0.679373104145602,0.674,"Medium",0.188,0.632,0.448,33.8,0.202,0.281,0.113,288.24,3.06,6.4,0.034,0.3075,0.151,0.056,TRUE,0.0521432029557905
"Wilcox","Georgia",3129,0.338766379034835,0.65612016618728,8988,4146,0.46128170894526,0.754703328509407,0.73,"Low",0.259,0.604,0.452,39.5,0.227,0.232,0.123,121.2,9.902,15.84,0.354,0.0265,0.088,0.019,TRUE,0.0521432029557905
"Wilkes","Georgia",4761,0.438353287124554,0.553455156479731,10442.5,6175,0.591333492937515,0.771012145748988,0.718,"Low",0.244,0.531,0.487,43,0.211,0.212,0.109,494.94,12.952,16.96,0.4165,0.0325,0.155,0.071,TRUE,0.0521432029557905
"Wilkinson","Georgia",4450,0.490112359550562,0.504719101123596,9803.5,5461,0.557045952975978,0.814869071598608,0.792,"High",0.2515,0.574,0.437,40.2,0.2702,0.204,0.096,152.16,7.316,13.22,0.3895,0.0215,0.121,0.034,TRUE,0.0521432029557905
"Worth","Georgia",8419,0.295403254543295,0.697113671457418,21515,11671,0.542458749709505,0.721360637477508,0.736,"Medium",0.211,0.687,0.426,39.2,0.258,0.231,0.088,103.24,8.54,14.26,0.283,0.0145,0.094,0.036,TRUE,0.0521432029557905
"Adair","Kentucky",7600,0.218421052631579,0.768552631578947,18264,12762,0.698751642575558,0.595517943895941,0.687,"Low",0.2125,0.9425,0.462,38.5,0.34,0.213,0.077,52.44,8.342,10.68,0.032,0.01,0.144,0.078,FALSE,0.162318226438626
"Allen","Kentucky",7100,0.254647887323944,0.730140845070423,19377.5,13232,0.682853825312863,0.536577992744861,0.736,"Low",0.1905,0.963,0.42,37.8,0.31,0.195,0.087,77.55,7.456,9.62,0.008,0.0135,0.106,0.044,FALSE,0.162318226438626
"Anderson","Kentucky",10320,0.321220930232558,0.661046511627907,21271.5,16436,0.772677056154949,0.627889997566318,0.872,"High",0.103,0.95,0.376,38,0.185,0.144,0.074,97.48,6.666,10.9,0.023,0.0125,0.173,0.07,FALSE,0.162318226438626
"Ballard","Kentucky",3895,0.305263157894737,0.679589216944801,8215,6103,0.742909312233719,0.638210716041291,0.812,"Medium",0.1345,0.9395,0.448,41.1,0.312,0.169,0.085,125.76,11.118,17.36,0.0315,0.0095,0.107,0.063,FALSE,0.162318226438626
"Barren","Kentucky",16568,0.325929502655722,0.659222597778851,41563,28405,0.683420349830378,0.583277591973244,0.77,"Medium",0.1935,0.923,0.455,40.2,0.264,0.175,0.081,105.79,3.81,7.5,0.039,0.02,0.15,0.061,FALSE,0.162318226438626
"Bath","Kentucky",4122,0.429403202328967,0.551916545366327,11594,8748,0.754528204243574,0.47119341563786,0.722,"Low",0.28,0.9705,0.461,38.4,0.321,0.189,0.101,425.532,10.096,16.08,0.0115,0.0085,0.132,0.054,FALSE,0.162318226438626
"Bell","Kentucky",9482,0.234549673064754,0.751634676228644,28892,19753,0.683684064793022,0.480028350124032,0.66,"Low",0.311,0.95,0.49,40.5,0.264,0.185,0.133,154.78,5.93,11.2,0.027,0.008,0.113,0.064,FALSE,0.162318226438626
"Boone","Kentucky",52511,0.297632876921026,0.684085239283198,115662.5,87325,0.754998378904139,0.60132837102777,0.905,"High",0.0705,0.9045,0.394,35.1,0.178,0.118,0.071,189.36,2.31,5.4,0.025,0.033,0.282,0.093,FALSE,0.162318226438626
"Bourbon","Kentucky",7923,0.388110564180235,0.592199924271109,19826.5,13496,0.680705116889012,0.587062833432128,0.819,"Medium",0.1785,0.8645,0.433,40.1,0.208,0.198,0.077,160.53,7.384,10.64,0.063,0.057,0.174,0.063,FALSE,0.162318226438626
"Boyd","Kentucky",19049,0.408210404745656,0.571368575778256,49105.5,36498,0.743256865320585,0.521919009260781,0.839,"Medium",0.1835,0.9385,0.472,41.4,0.254,0.157,0.076,237.26,3.47,8.4,0.03,0.0115,0.158,0.066,FALSE,0.162318226438626
"Boyle","Kentucky",12373,0.361351329507799,0.62256526307282,28673,20099,0.700973040839814,0.615602766306781,0.826,"Low",0.1835,0.8645,0.479,39.2,0.209,0.157,0.096,204.97,6.99,8.86,0.0795,0.0245,0.233,0.104,FALSE,0.162318226438626
"Bracken","Kentucky",3232,0.354888613861386,0.627784653465347,8553,6149,0.718929030749445,0.525613920962758,0.74,"Medium",0.194,0.974,0.424,40.3,0.326,0.175,0.086,66.57,10.594,14.26,0.007,0.009,0.116,0.035,FALSE,0.162318226438626
"Breathitt","Kentucky",5008,0.311900958466454,0.662539936102236,14759.5,11343,0.768521968901386,0.441505774486467,0.626,"Low",0.3215,0.977,0.548,40.5,0.306,0.173,0.119,179.748,11.91,16.68,0.008,0.006,0.104,0.06,FALSE,0.162318226438626
"Breckinridge","Kentucky",7969,0.354498682394278,0.630568452754423,19558,14219,0.727017077410778,0.560447288838878,0.761,"Low",0.194,0.9515,0.419,42,0.306,0.204,0.083,55.49,8.716,12.46,0.0225,0.0095,0.078,0.028,FALSE,0.162318226438626
"Bullitt","Kentucky",31779,0.313760659555052,0.6704427452091,73923.5,53128,0.718688914891746,0.59815916277669,0.832,"High",0.095,0.962,0.378,37.4,0.277,0.142,0.085,120.13,2.61,6.3,0.007,0.0125,0.111,0.039,FALSE,0.162318226438626
"Butler","Kentucky",5060,0.255533596837945,0.734387351778656,13013.5,8875,0.681984093441426,0.570140845070423,0.726,"Medium",0.1835,0.9555,0.437,39.8,0.175,0.201,0.085,46.4,13.07,15.84,0.0025,0.0265,0.078,0.033,FALSE,0.162318226438626
"Caldwell","Kentucky",5860,0.316040955631399,0.666211604095563,12903,9819,0.760985817251802,0.59680211834199,0.824,"High",0.1715,0.9255,0.447,42.4,0.304,0.177,0.071,192.68,12.28,16.14,0.0455,0.009,0.14,0.08,FALSE,0.162318226438626
"Calloway","Kentucky",15072,0.352773354564756,0.626326963906582,36613.5,25879,0.706815791989294,0.582402720352409,0.854,"Low",0.183,0.908,0.455,34.2,0.235,0.184,0.072,126.83,5.618,7.22,0.0395,0.021,0.282,0.131,FALSE,0.162318226438626
"Campbell","Kentucky",40177,0.375339124374642,0.603330263583642,88922.5,63615,0.715398240040485,0.631564882496267,0.869,"High",0.1085,0.939,0.441,37.2,0.243,0.126,0.076,208.73,2.74,8.2,0.0225,0.0155,0.263,0.103,FALSE,0.162318226438626
"Carlisle","Kentucky",2619,0.286368843069874,0.700649102710958,5154.5,3952,0.766708701134931,0.662702429149798,0.789,"Medium",0.1635,0.9725,0.403,43.6,0.279,0.191,0.074,45.48,12.388,15.42,0.0055,0.014,0.106,0.028,FALSE,0.162318226438626
"Carroll","Kentucky",3680,0.442663043478261,0.54320652173913,10673.5,7471,0.699957839509065,0.492571275598983,0.75,"Low",0.191,0.899,0.455,37.1,0.447,0.193,0.096,69.13,13.58,15.92,0.0145,0.0595,0.093,0.028,FALSE,0.162318226438626
